gene_symbol,SIDM00003,SIDM00023,SIDM00040,SIDM00042,SIDM00043,SIDM00044,SIDM00045,SIDM00046,SIDM00047,SIDM00048,SIDM00049,SIDM00050,SIDM00051,SIDM00052,SIDM00053,SIDM00056,SIDM00064,SIDM00077,SIDM00078,SIDM00079,SIDM00080,SIDM00081,SIDM00082,SIDM00083,SIDM00084,SIDM00085,SIDM00086,SIDM00087,SIDM00088,SIDM00090,SIDM00091,SIDM00092,SIDM00094,SIDM00095,SIDM00096,SIDM00097,SIDM00098,SIDM00099,SIDM00100,SIDM00101,SIDM00102,SIDM00103,SIDM00104,SIDM00105,SIDM00107,SIDM00108,SIDM00111,SIDM00112,SIDM00113,SIDM00114,SIDM00115,SIDM00116,SIDM00117,SIDM00118,SIDM00119,SIDM00120,SIDM00121,SIDM00122,SIDM00123,SIDM00124,SIDM00125,SIDM00126,SIDM00127,SIDM00128,SIDM00129,SIDM00130,SIDM00132,SIDM00133,SIDM00134,SIDM00135,SIDM00136,SIDM00137,SIDM00138,SIDM00139,SIDM00140,SIDM00142,SIDM00143,SIDM00144,SIDM00145,SIDM00146,SIDM00148,SIDM00149,SIDM00150,SIDM00151,SIDM00154,SIDM00156,SIDM00157,SIDM00172,SIDM00174,SIDM00175,SIDM00176,SIDM00179,SIDM00180,SIDM00181,SIDM00182,SIDM00183,SIDM00184,SIDM00185,SIDM00186,SIDM00187,SIDM00188,SIDM00190,SIDM00191,SIDM00193,SIDM00194,SIDM00195,SIDM00196,SIDM00197,SIDM00198,SIDM00199,SIDM00200,SIDM00201,SIDM00202,SIDM00203,SIDM00205,SIDM00206,SIDM00207,SIDM00208,SIDM00209,SIDM00210,SIDM00211,SIDM00212,SIDM00213,SIDM00214,SIDM00215,SIDM00216,SIDM00217,SIDM00218,SIDM00220,SIDM00222,SIDM00223,SIDM00224,SIDM00225,SIDM00227,SIDM00230,SIDM00231,SIDM00232,SIDM00233,SIDM00234,SIDM00235,SIDM00237,SIDM00238,SIDM00239,SIDM00240,SIDM00241,SIDM00242,SIDM00243,SIDM00244,SIDM00245,SIDM00247,SIDM00249,SIDM00250,SIDM00251,SIDM00252,SIDM00253,SIDM00254,SIDM00255,SIDM00256,SIDM00257,SIDM00260,SIDM00261,SIDM00262,SIDM00263,SIDM00264,SIDM00266,SIDM00267,SIDM00269,SIDM00270,SIDM00271,SIDM00272,SIDM00273,SIDM00274,SIDM00276,SIDM00277,SIDM00278,SIDM00279,SIDM00280,SIDM00281,SIDM00282,SIDM00283,SIDM00284,SIDM00286,SIDM00287,SIDM00289,SIDM00290,SIDM00291,SIDM00292,SIDM00293,SIDM00294,SIDM00296,SIDM00297,SIDM00299,SIDM00301,SIDM00302,SIDM00303,SIDM00304,SIDM00305,SIDM00306,SIDM00308,SIDM00309,SIDM00310,SIDM00311,SIDM00312,SIDM00313,SIDM00315,SIDM00316,SIDM00317,SIDM00318,SIDM00319,SIDM00320,SIDM00321,SIDM00322,SIDM00323,SIDM00324,SIDM00325,SIDM00326,SIDM00327,SIDM00328,SIDM00329,SIDM00330,SIDM00331,SIDM00332,SIDM00333,SIDM00334,SIDM00335,SIDM00336,SIDM00337,SIDM00338,SIDM00339,SIDM00340,SIDM00341,SIDM00342,SIDM00343,SIDM00344,SIDM00345,SIDM00346,SIDM00347,SIDM00348,SIDM00349,SIDM00350,SIDM00351,SIDM00352,SIDM00353,SIDM00354,SIDM00355,SIDM00356,SIDM00358,SIDM00359,SIDM00360,SIDM00361,SIDM00362,SIDM00363,SIDM00364,SIDM00365,SIDM00367,SIDM00368,SIDM00369,SIDM00370,SIDM00371,SIDM00373,SIDM00374,SIDM00375,SIDM00376,SIDM00377,SIDM00379,SIDM00380,SIDM00381,SIDM00382,SIDM00383,SIDM00384,SIDM00388,SIDM00389,SIDM00390,SIDM00391,SIDM00392,SIDM00393,SIDM00394,SIDM00395,SIDM00396,SIDM00399,SIDM00401,SIDM00402,SIDM00403,SIDM00404,SIDM00405,SIDM00406,SIDM00407,SIDM00410,SIDM00411,SIDM00412,SIDM00413,SIDM00415,SIDM00416,SIDM00417,SIDM00418,SIDM00419,SIDM00420,SIDM00421,SIDM00422,SIDM00423,SIDM00424,SIDM00425,SIDM00426,SIDM00427,SIDM00428,SIDM00429,SIDM00431,SIDM00433,SIDM00434,SIDM00435,SIDM00437,SIDM00438,SIDM00441,SIDM00442,SIDM00443,SIDM00444,SIDM00445,SIDM00446,SIDM00447,SIDM00448,SIDM00449,SIDM00450,SIDM00451,SIDM00453,SIDM00454,SIDM00455,SIDM00457,SIDM00458,SIDM00459,SIDM00460,SIDM00461,SIDM00462,SIDM00463,SIDM00465,SIDM00466,SIDM00469,SIDM00472,SIDM00473,SIDM00474,SIDM00475,SIDM00476,SIDM00477,SIDM00478,SIDM00479,SIDM00480,SIDM00481,SIDM00482,SIDM00483,SIDM00484,SIDM00485,SIDM00486,SIDM00487,SIDM00488,SIDM00489,SIDM00490,SIDM00491,SIDM00492,SIDM00493,SIDM00494,SIDM00495,SIDM00496,SIDM00498,SIDM00499,SIDM00501,SIDM00502,SIDM00503,SIDM00504,SIDM00505,SIDM00506,SIDM00507,SIDM00508,SIDM00509,SIDM00510,SIDM00511,SIDM00512,SIDM00513,SIDM00515,SIDM00516,SIDM00517,SIDM00518,SIDM00519,SIDM00520,SIDM00521,SIDM00522,SIDM00523,SIDM00524,SIDM00525,SIDM00526,SIDM00527,SIDM00528,SIDM00529,SIDM00530,SIDM00531,SIDM00532,SIDM00533,SIDM00534,SIDM00535,SIDM00537,SIDM00538,SIDM00539,SIDM00540,SIDM00541,SIDM00542,SIDM00543,SIDM00544,SIDM00545,SIDM00547,SIDM00548,SIDM00549,SIDM00550,SIDM00551,SIDM00552,SIDM00553,SIDM00554,SIDM00555,SIDM00556,SIDM00557,SIDM00560,SIDM00561,SIDM00562,SIDM00564,SIDM00565,SIDM00566,SIDM00567,SIDM00568,SIDM00569,SIDM00570,SIDM00571,SIDM00572,SIDM00573,SIDM00574,SIDM00575,SIDM00576,SIDM00577,SIDM00578,SIDM00579,SIDM00580,SIDM00581,SIDM00582,SIDM00583,SIDM00584,SIDM00585,SIDM00586,SIDM00587,SIDM00588,SIDM00589,SIDM00590,SIDM00591,SIDM00592,SIDM00594,SIDM00596,SIDM00598,SIDM00599,SIDM00600,SIDM00602,SIDM00603,SIDM00604,SIDM00606,SIDM00607,SIDM00608,SIDM00609,SIDM00611,SIDM00612,SIDM00613,SIDM00614,SIDM00615,SIDM00616,SIDM00617,SIDM00618,SIDM00619,SIDM00620,SIDM00621,SIDM00622,SIDM00623,SIDM00625,SIDM00627,SIDM00628,SIDM00629,SIDM00630,SIDM00631,SIDM00632,SIDM00633,SIDM00637,SIDM00638,SIDM00641,SIDM00645,SIDM00646,SIDM00649,SIDM00651,SIDM00652,SIDM00653,SIDM00654,SIDM00655,SIDM00657,SIDM00658,SIDM00659,SIDM00660,SIDM00661,SIDM00662,SIDM00663,SIDM00664,SIDM00665,SIDM00666,SIDM00667,SIDM00668,SIDM00669,SIDM00670,SIDM00671,SIDM00672,SIDM00673,SIDM00675,SIDM00676,SIDM00677,SIDM00678,SIDM00679,SIDM00680,SIDM00681,SIDM00683,SIDM00684,SIDM00685,SIDM00686,SIDM00687,SIDM00688,SIDM00689,SIDM00690,SIDM00693,SIDM00694,SIDM00695,SIDM00697,SIDM00698,SIDM00699,SIDM00700,SIDM00702,SIDM00703,SIDM00704,SIDM00706,SIDM00708,SIDM00709,SIDM00710,SIDM00711,SIDM00713,SIDM00715,SIDM00716,SIDM00718,SIDM00719,SIDM00720,SIDM00721,SIDM00722,SIDM00723,SIDM00724,SIDM00726,SIDM00727,SIDM00728,SIDM00729,SIDM00730,SIDM00731,SIDM00732,SIDM00733,SIDM00734,SIDM00735,SIDM00737,SIDM00738,SIDM00739,SIDM00740,SIDM00741,SIDM00742,SIDM00743,SIDM00744,SIDM00745,SIDM00746,SIDM00747,SIDM00748,SIDM00749,SIDM00750,SIDM00751,SIDM00753,SIDM00754,SIDM00755,SIDM00756,SIDM00758,SIDM00759,SIDM00760,SIDM00761,SIDM00762,SIDM00763,SIDM00768,SIDM00769,SIDM00770,SIDM00771,SIDM00772,SIDM00774,SIDM00776,SIDM00777,SIDM00778,SIDM00779,SIDM00781,SIDM00782,SIDM00783,SIDM00785,SIDM00789,SIDM00791,SIDM00792,SIDM00793,SIDM00794,SIDM00795,SIDM00796,SIDM00797,SIDM00798,SIDM00799,SIDM00801,SIDM00803,SIDM00806,SIDM00807,SIDM00808,SIDM00810,SIDM00812,SIDM00814,SIDM00815,SIDM00816,SIDM00817,SIDM00818,SIDM00819,SIDM00820,SIDM00821,SIDM00826,SIDM00828,SIDM00829,SIDM00831,SIDM00832,SIDM00833,SIDM00834,SIDM00835,SIDM00837,SIDM00839,SIDM00841,SIDM00842,SIDM00844,SIDM00845,SIDM00846,SIDM00847,SIDM00848,SIDM00849,SIDM00850,SIDM00852,SIDM00853,SIDM00854,SIDM00855,SIDM00856,SIDM00857,SIDM00859,SIDM00860,SIDM00861,SIDM00863,SIDM00864,SIDM00865,SIDM00866,SIDM00867,SIDM00870,SIDM00872,SIDM00874,SIDM00875,SIDM00877,SIDM00878,SIDM00879,SIDM00881,SIDM00882,SIDM00884,SIDM00885,SIDM00886,SIDM00887,SIDM00888,SIDM00889,SIDM00890,SIDM00892,SIDM00893,SIDM00895,SIDM00896,SIDM00898,SIDM00899,SIDM00900,SIDM00901,SIDM00903,SIDM00905,SIDM00907,SIDM00909,SIDM00910,SIDM00918,SIDM00919,SIDM00920,SIDM00921,SIDM00922,SIDM00923,SIDM00924,SIDM00925,SIDM00926,SIDM00927,SIDM00928,SIDM00929,SIDM00930,SIDM00931,SIDM00932,SIDM00933,SIDM00934,SIDM00935,SIDM00936,SIDM00937,SIDM00938,SIDM00939,SIDM00941,SIDM00942,SIDM00943,SIDM00944,SIDM00946,SIDM00947,SIDM00948,SIDM00949,SIDM00950,SIDM00951,SIDM00952,SIDM00953,SIDM00954,SIDM00955,SIDM00956,SIDM00957,SIDM00958,SIDM00961,SIDM00962,SIDM00963,SIDM00964,SIDM00965,SIDM00966,SIDM00967,SIDM00968,SIDM00969,SIDM00970,SIDM00971,SIDM00973,SIDM00974,SIDM00975,SIDM00976,SIDM00980,SIDM00981,SIDM00983,SIDM00984,SIDM00985,SIDM00986,SIDM00987,SIDM00988,SIDM00989,SIDM00990,SIDM00992,SIDM00993,SIDM00994,SIDM00995,SIDM00996,SIDM00997,SIDM00998,SIDM00999,SIDM01000,SIDM01001,SIDM01002,SIDM01003,SIDM01004,SIDM01005,SIDM01006,SIDM01007,SIDM01008,SIDM01009,SIDM01010,SIDM01011,SIDM01012,SIDM01015,SIDM01016,SIDM01017,SIDM01018,SIDM01019,SIDM01020,SIDM01021,SIDM01023,SIDM01024,SIDM01025,SIDM01026,SIDM01027,SIDM01028,SIDM01029,SIDM01030,SIDM01031,SIDM01032,SIDM01033,SIDM01034,SIDM01036,SIDM01037,SIDM01038,SIDM01039,SIDM01040,SIDM01041,SIDM01042,SIDM01043,SIDM01044,SIDM01045,SIDM01047,SIDM01048,SIDM01051,SIDM01052,SIDM01055,SIDM01056,SIDM01057,SIDM01058,SIDM01059,SIDM01060,SIDM01062,SIDM01064,SIDM01066,SIDM01067,SIDM01068,SIDM01069,SIDM01070,SIDM01071,SIDM01072,SIDM01073,SIDM01076,SIDM01077,SIDM01078,SIDM01079,SIDM01080,SIDM01081,SIDM01082,SIDM01083,SIDM01084,SIDM01085,SIDM01086,SIDM01087,SIDM01088,SIDM01089,SIDM01090,SIDM01092,SIDM01093,SIDM01095,SIDM01096,SIDM01097,SIDM01098,SIDM01099,SIDM01100,SIDM01101,SIDM01102,SIDM01103,SIDM01104,SIDM01105,SIDM01106,SIDM01107,SIDM01108,SIDM01109,SIDM01110,SIDM01111,SIDM01112,SIDM01113,SIDM01116,SIDM01117,SIDM01118,SIDM01119,SIDM01120,SIDM01121,SIDM01122,SIDM01123,SIDM01124,SIDM01125,SIDM01126,SIDM01127,SIDM01128,SIDM01129,SIDM01130,SIDM01131,SIDM01132,SIDM01133,SIDM01134,SIDM01135,SIDM01136,SIDM01137,SIDM01138,SIDM01139,SIDM01140,SIDM01141,SIDM01144,SIDM01145,SIDM01146,SIDM01147,SIDM01148,SIDM01149,SIDM01150,SIDM01154,SIDM01155,SIDM01156,SIDM01157,SIDM01159,SIDM01160,SIDM01161,SIDM01162,SIDM01163,SIDM01164,SIDM01165,SIDM01168,SIDM01169,SIDM01170,SIDM01171,SIDM01172,SIDM01173,SIDM01174,SIDM01175,SIDM01176,SIDM01177,SIDM01178,SIDM01179,SIDM01180,SIDM01181,SIDM01182,SIDM01183,SIDM01184,SIDM01185,SIDM01186,SIDM01187,SIDM01188,SIDM01189,SIDM01190,SIDM01191,SIDM01193,SIDM01194,SIDM01197,SIDM01198,SIDM01199,SIDM01201,SIDM01205,SIDM01206,SIDM01210,SIDM01217,SIDM01218,SIDM01219,SIDM01220,SIDM01228,SIDM01229,SIDM01233,SIDM01237,SIDM01240,SIDM01242,SIDM01245,SIDM01246,SIDM01247,SIDM01248,SIDM01251,SIDM01259,SIDM01261,SIDM01265
ABCB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVR2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
