"","ACVR2A","AJUBA","APC","ARHGAP35","ARHGAP5","ARHGEF12","ARID1A","ARID1B","ATM","ATR","AXIN1","AXIN2","B2M","BAX","BIRC6","BMPR2","BRAF","BRCA1","BRCA2","BRIP1","CACNA1D","CARD11","CASP8","CBLC","CDH1","CDKN2A","CHD4","CIC","CIITA","CLIP1","CLTC","CLTCL1","CR1","CREBBP","CTNNB1","DAZAP1","DCC","DDX3X","DOT1L","EGFR","EP300","EPHA2","EPHA3","EPHA7","ERBB2","ERBB3","ERBB4","FANCA","FAT4","FBXW7","FES","FGFR4","FLCN","FLT4","FN1","GNA13","GRIN2A","HERC2","HLA-A","HLA-B","HSPG2","IRS4","JAK1","JAK3","KDM6A","KEAP1","KMT2A","KRAS","LATS1","LATS2","MAP2K1","MAP2K4","MAP2K7","MAP3K13","MED12","MET","MLH1","MSH2","MSH6","MUTYH","MYC","MYH9","NBN","NCOR1","NCOR2","NF1","NF2","NFE2L2","NOTCH1","NOTCH2","NRAS","NTRK1","PABPC1","PARP4","PIK3CA","PIK3CB","PIK3R1","PML","PMS2","POLD1","POLE","PPM1D","PRKD2","PTCH1","PTEN","PTPN11","PTPN13","PTPN6","PTPRB","PTPRC","RASA1","RASA2","RB1","RHOA","RNF43","SDHA","SMAD4","SMARCA4","SMARCB1","SOX9","STAG2","STAT3","STAT5B","STK11","TAF15","TGFBR2","TNFAIP3","TP53","TSC1","TSC2","UBR5","USP8","VHL","ZEB1","ZFHX3"
"PPM1D",0,0,0,0,0,0,0,0,0.353553390593274,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0.242535625036333,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0.301511344577764,0,0,0,0,0
"PRKD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144337567297406,0,0,0,0.138675049056307,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0.196116135138184,0,0,0,0,0.144337567297406,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0.25,0,0.288675134594813,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0.0971285862357264,0,0,0.0928476690885259,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990147542976674,0,0,0,0.0912870929175277,0.0912870929175277,0.0912870929175277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129099444873581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTCH1",0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.223606797749979,0.204124145231932,0,0,0,0.098058067569092,0,0,0,0,0,0,0,0,0,0,0,0,0.121267812518166,0.138675049056307,0,0.5,0,0,0.102062072615966,0.121267812518166,0.223606797749979,0.5,0.5,0.166666666666667,0.223606797749979,0.223606797749979,0,0,0,0.5,0,0,0,0.188982236504614,0,0.144337567297406,0,0,0,0.288675134594813,0,0,0,0,0,0,0.137360563948689,0,0,0.131306432859723,0,0,0,0,0.288675134594813,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0.193649167310371,0.193649167310371,0.193649167310371,0,0,0,0,0,0,0,0,0.301511344577764,0,0.188982236504614,0,0,0.288675134594813,0,0,0.273861278752583,0,0,0,0,0,0.5,0,0.114707866935281,0,0,0,0,0,0.111803398874989,0,0,0,0,0,0,0
"PTEN",0,0,0,0.150755672288882,0.21320071635561,0,0,0,0.319801074533416,0.301511344577764,0,0,0,0.226133508433323,0,0,0.246182981958665,0.150755672288882,0,0,0.0591312395989083,0,0.0731272424127131,0,0,0.404519917477945,0,0,0,0.301511344577764,0,0,0,0.0731272424127131,0.0836242010007091,0,0,0,0,0.246182981958665,0.0731272424127131,0.134839972492648,0,0,0.201007563051842,0.134839972492648,0.134839972492648,0,0,0,0,0.106600358177805,0.301511344577764,0.246182981958665,0.227921152919276,0.100503781525921,0,0,0.113960576459638,0.113960576459638,0,0.201007563051842,0.0778498944161523,0.0909090909090909,0,0,0,0.289910378296904,0,0,0.316723032985958,0,0,0,0,0.174077655955698,0,0,0,0,0.150755672288882,0,0.21320071635561,0,0,0,0,0,0,0,0.295540231644524,0.106600358177805,0,0,0.389249472080761,0.389249472080761,0.389249472080761,0,0,0,0,0.301511344577764,0,0,0,0.0909090909090909,0,0,0,0,0,0,0.227921152919276,0.165144564768954,0,0,0.0909090909090909,0,0,0,0,0.138342892773215,0,0.426401432711221,0,0.161164592805076,0,0.337099931231621,0.402015126103685,0.454545454545455,0,0,0,0,0
"PTPN11",0,0,0,0.150755672288882,0.21320071635561,0.369274472937998,0,0,0,0,0,0,0,0.0753778361444409,0,0.134839972492648,0.184637236468999,0,0,0,0,0,0.0731272424127131,0,0,0,0,0,0,0,0,0,0,0.0731272424127131,0.167248402001418,0,0.301511344577764,0,0,0.246182981958665,0.0731272424127131,0.269679944985297,0.301511344577764,0.301511344577764,0.100503781525921,0.134839972492648,0.134839972492648,0,0,0,0.301511344577764,0.106600358177805,0,0.123091490979333,0.113960576459638,0.100503781525921,0.0870388279778489,0,0.113960576459638,0.113960576459638,0.174077655955698,0.100503781525921,0.0778498944161523,0.0909090909090909,0,0,0,0.289910378296904,0,0,0.197951895616224,0,0.080582296402538,0,0,0.261116483933547,0,0,0,0,0.150755672288882,0,0,0,0,0.21320071635561,0,0,0,0,0.295540231644524,0.21320071635561,0,0,0.389249472080761,0.389249472080761,0.389249472080761,0,0,0,0,0,0,0.301511344577764,0.0909090909090909,0,0,0.341881729378914,0,0,0.348155311911396,0.174077655955698,0,0.385337317794226,0,0,0,0,0,0,0,0.27668578554643,0.0836242010007091,0.106600358177805,0,0,0,0.134839972492648,0.100503781525921,0.0909090909090909,0,0,0,0,0
"PTPN13",0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0.25,0.707106781186547,0,0,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0.131306432859723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0.353553390593274,0,0.707106781186547,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0,0,0
"PTPN6",0,0,0,0,0,0.154303349962092,0,0,0,0,0,0,0,0,0,0,0.154303349962092,0,0,0,0,0.436435780471985,0,0,0.154303349962092,0,0,0,0,0,0,0,0.154303349962092,0.183339699405642,0.209656967344384,0,0,0,0,0.231455024943138,0.183339699405642,0,0,0,0.251976315339485,0.169030850945703,0.169030850945703,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0.142857142857143,0.142857142857143,0.218217890235992,0,0.195180014589707,0.113960576459638,0,0,0,0.207669652660466,0,0,0.198516666794186,0,0.101015254455221,0,0,0.218217890235992,0,0,0,0,0.188982236504614,0,0,0,0,0,0,0,0,0,0.211702449609985,0,0,0,0.243975018237133,0.243975018237133,0.243975018237133,0,0,0,0,0,0,0.188982236504614,0,0.341881729378914,0,0,0.377964473009227,0.188982236504614,0,0,0,0.207019667802706,0,0,0.113960576459638,0,0,0,0,0.173421993904824,0.104828483672192,0,0,0.101015254455221,0,0.0845154254728517,0,0,0,0,0,0,0
"PTPRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0.242535625036333,0.277350098112615,0,0,0,0,0.204124145231932,0.242535625036333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0.182574185835055,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0
"PTPRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0.204124145231932,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188982236504614,0.188982236504614,0,0,0,0.150755672288882,0,0,0,0.0686802819743445,0,0,0.131306432859723,0,0.133630620956212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700140042014005,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0,0,0,0,0.188982236504614,0,0,0,0,0,0.0912870929175277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RASA1",0,0,0,0,0,0.235702260395516,0,0,0,0,0,0,0,0,0,0.258198889747161,0.117851130197758,0,0,0,0.11322770341446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0.235702260395516,0,0.774596669241483,0.577350269189626,0.577350269189626,0.192450089729875,0.258198889747161,0.258198889747161,0,0,0,0.577350269189626,0.408248290463863,0,0.471404520791032,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.237915475715443,0,0,0.151619608715781,0.192450089729875,0.154303349962092,0.577350269189626,0,0.5,0,0,0,0,0.144337567297406,0,0,0,0,0.816496580927726,0,0,0,0,0.242535625036333,0.408248290463863,0,0,0.149071198499986,0.149071198499986,0.149071198499986,0,0,0,0,0,0,0.288675134594813,0,0.348155311911396,0,0,0,0,0,0.666666666666667,0,0.210818510677892,0,0,0,0,0,0,0,0,0,0,0,0.154303349962092,0,0.129099444873581,0,0,0,0,0,0,0
"RASA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.144337567297406,0,0,0.117851130197758,0,0,0,0.11322770341446,0,0.140028008402801,0,0,0.258198889747161,0.577350269189626,0,0,0,0,0,0,0.140028008402801,0,0,0,0.333333333333333,0,0.235702260395516,0.140028008402801,0.516397779494322,0,0,0.192450089729875,0.258198889747161,0.258198889747161,0,0,0,0,0.408248290463863,0,0.471404520791032,0,0,0.166666666666667,0,0.218217890235992,0.218217890235992,0,0,0.149071198499986,0.174077655955698,0,0,0,0.237915475715443,0,0,0.151619608715781,0.192450089729875,0.154303349962092,0.577350269189626,0,0.333333333333333,0,0,0,0,0.144337567297406,0,0,0,0,0.816496580927726,0,0,0,0,0.242535625036333,0.408248290463863,0,0,0.149071198499986,0.149071198499986,0.149071198499986,0,0,0,0,0,0,0,0,0.174077655955698,0,0,0,0,0.666666666666667,0,0.218217890235992,0.210818510677892,0,0,0,0,0,0,0,0.132453235706504,0.160128153805087,0,0,0.154303349962092,0,0.258198889747161,0,0,0,0,0,0,0
"RB1",0,0,0,0,0,0,0,0,0.267261241912424,0.377964473009227,0,0,0,0.377964473009227,0,0,0.231455024943138,0,0,0,0.14824986333222,0,0.275009549108463,0,0,0.676123403782813,0.377964473009227,0,0,0,0,0,0,0.275009549108463,0.104828483672192,0,0,0.436435780471985,0,0.231455024943138,0.275009549108463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0.285714285714286,0.218217890235992,0,0.29277002188456,0.227921152919276,0,0,0,0.311504478990699,0,0,0.248145833492733,0.125988157669742,0.101015254455221,0,0,0,0,0,0,0,0.472455591261534,0,0.267261241912424,0,0,0,0,0,0,0.188982236504614,0.317553674414978,0,0,0,0.29277002188456,0.29277002188456,0.29277002188456,0,0,0,0,0,0,0,0.227921152919276,0,0,0,0,0,0,0.218217890235992,0,0.0690065559342354,0,0,0.227921152919276,0,0,0,0.377964473009227,0.346843987809648,0.314485451016575,0,0,0.202030508910442,0,0.50709255283711,0.125988157669742,0.113960576459638,0,0,0,0,0
"RHOA",0.105409255338946,0,0.163299316185545,0.365148371670111,0.258198889747161,0.447213595499958,0,0,0,0,0.0912870929175277,0.0912870929175277,0,0.136930639376292,0,0.163299316185545,0.372677996249965,0,0,0,0.179028718509858,0.105409255338946,0.132842232831014,0.129099444873581,0.223606797749979,0.0816496580927726,0.182574185835055,0,0,0.182574185835055,0.163299316185545,0.163299316185545,0,0.221403721385024,0.354458778479283,0,0.182574185835055,0.105409255338946,0,0.372677996249965,0.221403721385024,0.244948974278318,0.182574185835055,0.182574185835055,0.243432247780074,0.0816496580927726,0.0816496580927726,0,0,0,0.182574185835055,0.258198889747161,0.182574185835055,0.223606797749979,0.276026223736942,0.426006433615129,0.158113883008419,0,0.138013111868471,0.138013111868471,0.105409255338946,0.0608580619450185,0.0942809041582063,0.110096376512636,0,0,0,0.351098903802863,0,0,0.383570641188307,0,0.14638501094228,0,0,0.368932393686311,0,0,0,0,0.136930639376292,0.316227766016838,0,0,0,0.129099444873581,0.129099444873581,0,0,0,0.35791699479544,0.129099444873581,0,0,0.424264068711929,0.424264068711929,0.424264068711929,0.0912870929175277,0,0,0,0,0.129099444873581,0.273861278752583,0.165144564768954,0.385337317794226,0,0.207019667802706,0.182574185835055,0.0912870929175277,0.210818510677892,0.210818510677892,0.0690065559342354,0,0.182574185835055,0,0.165144564768954,0,0,0.182574185835055,0,0.125656172487509,0.101273936708367,0.129099444873581,0,0.14638501094228,0.074535599249993,0.204124145231932,0.121716123890037,0.110096376512636,0,0.129099444873581,0,0,0
"RNF43",0,0,0.447213595499958,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625036333,0.277350098112615,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0,0,0
"SDHA",0,0,0.316227766016838,0,0,0,0.707106781186547,0.707106781186547,0,0,0.353553390593274,0.353553390593274,0,0.176776695296637,0,0,0.144337567297406,0,0,0,0.138675049056307,0,0.171498585142509,0,0,0,0,0,0,0,0,0,0,0,0.196116135138184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0.194257172471453,0,0,0.0928476690885259,0,0.188982236504614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198029508595335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0,0,0,0,0,0,0.235702260395516,0.21320071635561,0,0,0,0,0
"SMAD4",0.348155311911396,0.301511344577764,0.404519917477945,0,0,0,0,0,0.21320071635561,0.150755672288882,0.452267016866645,0.452267016866645,0,0.150755672288882,0,0.404519917477945,0.123091490979333,0,0,0,0,0,0.0731272424127131,0,0.369274472937998,0.134839972492648,0,0,0,0,0,0,0,0.438763454476278,0.334496804002836,0,0,0.174077655955698,0,0.123091490979333,0.438763454476278,0,0,0,0.100503781525921,0,0,0,0.301511344577764,0,0,0.106600358177805,0,0,0.113960576459638,0.100503781525921,0,0,0,0,0.174077655955698,0.100503781525921,0.233549683248457,0.272727272727273,0,0,0,0.207078841640646,0.301511344577764,0.301511344577764,0.158361516492979,0.100503781525921,0.080582296402538,0,0,0.0870388279778489,0,0,0,0,0.452267016866645,0,0,0,0,0,0.21320071635561,0,0,0,0.211100165460375,0,0,0,0.155699788832305,0.155699788832305,0.155699788832305,0,0,0,0,0,0,0,0.0909090909090909,0,0,0.113960576459638,0.301511344577764,0,0,0,0.227921152919276,0.165144564768954,0.301511344577764,0,0,0,0,0,0.301511344577764,0.345857231933037,0.250872603002127,0.106600358177805,0,0.564076074817766,0,0.202259958738973,0,0,0,0,0,0,0.301511344577764
"SMARCA4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.301511344577764,0,0,0,0,0
"SMARCB1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.301511344577764,0,0,0,0,0
"SOX9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0.196116135138184,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131306432859723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAG2",0,0,0,0,0,0,0,0,0.353553390593274,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0,0,0
"STAT3",0.132453235706504,0,0.102597835208515,0,0,0.0936585811581694,0,0,0.0811107105653813,0,0.114707866935281,0.114707866935281,0,0.344123600805843,0,0.102597835208515,0.234146452895423,0,0,0,0.0899842541331695,0,0.333848930444794,0,0,0.102597835208515,0.229415733870562,0,0.114707866935281,0,0,0,0,0.333848930444794,0.190885428892733,0,0,0.264906471413009,0,0.280975743474508,0.333848930444794,0,0,0,0.152943822580375,0.102597835208515,0.102597835208515,0,0,0,0,0.0811107105653813,0,0,0.173421993904824,0,0,0,0.086710996952412,0.086710996952412,0.264906471413009,0.229415733870562,0.533113989983183,0.55337157109286,0,0,0,0.34663942041479,0,0,0.301237616564389,0.152943822580375,0.0613139339484966,0,0,0.0662266178532522,0,0,0,0,0.344123600805843,0,0,0,0,0,0,0,0,0.114707866935281,0.35337091141178,0,0,0,0.444261658319319,0.444261658319319,0.444261658319319,0,0,0,0,0,0,0.114707866935281,0.138342892773215,0.27668578554643,0,0.173421993904824,0,0,0,0.132453235706504,0.346843987809648,0.125656172487509,0,0,0.345857231933037,0,0,0,0,0,0.699913239273355,0.162221421130763,0,0.245255735793986,0.187317162316339,0.256494588021289,0,0,0,0,0.162221421130763,0,0.229415733870562
"STAT5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0.346687622640768,0,0,0.169841555121689,0,0,0,0.108785658644084,0,0.269069117598525,0,0,0.124034734589208,0.277350098112615,0,0,0,0,0,0,0.269069117598525,0,0,0,0.320256307610174,0,0.169841555121689,0.269069117598525,0,0,0,0.0924500327042048,0.124034734589208,0.124034734589208,0,0,0,0,0,0,0,0.104828483672192,0,0,0,0.104828483672192,0.104828483672192,0.160128153805087,0.0924500327042048,0.501280411827603,0.668993608005673,0,0,0,0.304775727103784,0,0,0.218507112218769,0.277350098112615,0.14824986333222,0,0,0,0,0,0,0,0.277350098112615,0,0,0,0,0,0,0,0.160128153805087,0.277350098112615,0.310694254952247,0,0,0,0.358057437019716,0.358057437019716,0.358057437019716,0,0,0,0,0,0,0,0,0.0836242010007091,0,0.104828483672192,0,0,0,0.160128153805087,0.314485451016575,0.101273936708367,0,0,0.250872603002127,0,0,0,0,0.699913239273355,0,0,0,0.22237479499833,0.226455406828919,0.186052101883813,0,0,0,0,0,0,0
"STK11",0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.0883883476483184,0,0,0.144337567297406,0.176776695296637,0,0,0.0693375245281536,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0.0857492925712544,0,0,0,0,0,0.144337567297406,0.0857492925712544,0.158113883008419,0,0,0.235702260395516,0.158113883008419,0.158113883008419,0,0,0,0,0.125,0.353553390593274,0.144337567297406,0.133630620956212,0,0,0,0,0,0,0.58925565098879,0.0912870929175277,0.106600358177805,0,0,0,0.242821465589316,0,0,0.185695338177052,0,0.0944911182523068,0,0,0.102062072615966,0,0,0,0,0.0883883476483184,0.204124145231932,0,0,0,0,0.25,0,0,0,0.247536885744169,0.125,0,0,0.273861278752583,0.273861278752583,0.273861278752583,0,0,0,0,0,0,0,0.426401432711221,0.106600358177805,0,0,0,0,0,0,0,0.129099444873581,0,0,0.106600358177805,0,0,0,0,0.162221421130763,0,0,0,0.0944911182523068,0,0.158113883008419,0.58925565098879,0.533001790889026,0,0,0,0,0
"TAF15",0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.176776695296637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0.707106781186547,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0,0.176776695296637,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188982236504614,0,0.158113883008419,0,0,0,0,0,0.707106781186547,0
"TGFBR2",0.308606699924184,0.267261241912424,0.119522860933439,0,0,0,0,0,0.28347335475692,0.133630620956212,0.133630620956212,0.133630620956212,0,0.200445931434318,0,0.358568582800318,0.163663417676994,0,0,0,0.104828483672192,0,0.0648203723552164,0.188982236504614,0.218217890235992,0.119522860933439,0,0,0,0,0.119522860933439,0.119522860933439,0,0.259281489420866,0.14824986333222,0,0,0.154303349962092,0.267261241912424,0.272772362794991,0.259281489420866,0.119522860933439,0,0,0.17817416127495,0.119522860933439,0.119522860933439,0,0.267261241912424,0,0,0.188982236504614,0,0.109108945117996,0.101015254455221,0,0,0,0.202030508910442,0.202030508910442,0.154303349962092,0.0890870806374748,0.207019667802706,0.161164592805076,0.267261241912424,0,0.267261241912424,0.220266929464306,0.267261241912424,0.267261241912424,0.210558721903079,0.267261241912424,0.285714285714286,0.267261241912424,0,0.231455024943138,0,0,0,0,0.400891862868637,0,0.188982236504614,0.188982236504614,0,0.188982236504614,0.188982236504614,0,0,0,0.224544356569536,0.188982236504614,0,0,0.207019667802706,0.207019667802706,0.207019667802706,0.267261241912424,0,0,0,0,0,0,0.161164592805076,0,0,0.101015254455221,0.267261241912424,0,0.154303349962092,0.154303349962092,0.202030508910442,0.14638501094228,0,0,0.564076074817766,0,0,0,0,0.245255735793986,0.22237479499833,0.0944911182523068,0.188982236504614,0,0,0.239045721866879,0.0890870806374748,0.080582296402538,0,0.188982236504614,0,0.267261241912424,0
"TNFAIP3",0,0,0,0,0,0,0,0,0.144337567297406,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0.235702260395516,0.495073771488337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0.246182981958665,0,0,0,0,0,0,0.0536056267418897,0.136082763487954,0.109108945117996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105409255338946,0.105409255338946,0.105409255338946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074535599249993,0,0,0,0,0,0,0,0.187317162316339,0.226455406828919,0,0,0,0,0.0912870929175277,0,0,0,0,0,0,0
"TP53",0,0,0.1,0,0,0.0912870929175277,0,0,0.395284707521047,0.335410196624968,0.111803398874989,0.111803398874989,0,0.614918693812442,0.158113883008419,0,0.273861278752583,0.111803398874989,0,0,0.0877058019307029,0,0.325395686727984,0,0,0.5,0.223606797749979,0,0,0,0,0,0,0.27116307227332,0.248069469178417,0,0,0.258198889747161,0.223606797749979,0.228217732293819,0.27116307227332,0.2,0,0,0.223606797749979,0.3,0.3,0,0,0,0,0.158113883008419,0,0.182574185835055,0.169030850945703,0.074535599249993,0,0,0.169030850945703,0.169030850945703,0.258198889747161,0.074535599249993,0.288675134594813,0.269679944985297,0.223606797749979,0,0.223606797749979,0.430006581783766,0,0,0.322971120733087,0.149071198499986,0.179284291400159,0.223606797749979,0.223606797749979,0.258198889747161,0,0,0,0,0.559016994374947,0,0.158113883008419,0.316227766016838,0,0.158113883008419,0,0,0.129099444873581,0.111803398874989,0.438357003759605,0.395284707521047,0,0.158113883008419,0.375277674973257,0.375277674973257,0.375277674973257,0.111803398874989,0,0,0,0.223606797749979,0,0.111803398874989,0.337099931231621,0.134839972492648,0.223606797749979,0.0845154254728517,0,0,0.129099444873581,0.258198889747161,0.50709255283711,0.204124145231932,0.223606797749979,0,0.202259958738973,0,0,0,0.223606797749979,0.256494588021289,0.186052101883813,0.158113883008419,0.158113883008419,0.239045721866879,0.0912870929175277,0,0.223606797749979,0.337099931231621,0,0.158113883008419,0,0.223606797749979,0
"TSC1",0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.117851130197758,0.166666666666667,0,0,0,0.0833333333333333,0,0,0.136082763487954,0.166666666666667,0,0,0.0653720450460613,0,0,0,0,0.149071198499986,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.136082763487954,0,0.149071198499986,0,0,0.111111111111111,0.149071198499986,0.149071198499986,0,0,0,0,0.117851130197758,0.333333333333333,0.136082763487954,0.125988157669742,0.111111111111111,0,0,0.125988157669742,0.125988157669742,0,0.444444444444444,0.086066296582387,0.100503781525921,0,0,0,0.366294837196504,0,0,0.262612865719445,0,0,0,0,0.0962250448649376,0,0,0,0,0.166666666666667,0,0.235702260395516,0,0,0,0,0,0,0,0.373408022407469,0.117851130197758,0,0,0.344265186329548,0.344265186329548,0.344265186329548,0,0,0,0,0,0,0,0.402015126103685,0.100503781525921,0,0,0,0,0,0,0.125988157669742,0.121716123890037,0,0.235702260395516,0,0.333333333333333,0.333333333333333,0,0,0,0,0.58925565098879,0,0.0890870806374748,0,0.223606797749979,0,0.904534033733291,0,0,0,0,0
