"","ACVR2A","AJUBA","APC","ARHGAP35","ARHGAP5","ARHGEF12","ARID1A","ARID1B","ATM","ATR","AXIN1","AXIN2","B2M","BAX","BIRC6","BMPR2","BRAF","BRCA1","BRCA2","BRIP1","CACNA1D","CARD11","CASP8","CBLC","CDH1","CDKN2A","CHD4","CIC","CIITA","CLIP1","CLTC","CLTCL1","CR1","CREBBP","CTNNB1","DAZAP1","DCC","DDX3X","DOT1L","EGFR","EP300","EPHA2","EPHA3","EPHA7","ERBB2","ERBB3","ERBB4","FANCA","FAT4","FBXW7","FES","FGFR4","FLCN","FLT4","FN1","GNA13","GRIN2A","HERC2","HLA-A","HLA-B","HSPG2","IRS4","JAK1","JAK3","KDM6A","KEAP1","KMT2A","KRAS","LATS1","LATS2","MAP2K1","MAP2K4","MAP2K7","MAP3K13","MED12","MET","MLH1","MSH2","MSH6","MUTYH","MYC","MYH9","NBN","NCOR1","NCOR2","NF1","NF2","NFE2L2","NOTCH1","NOTCH2","NRAS","NTRK1","PABPC1","PARP4","PIK3CA","PIK3CB","PIK3R1","PML","PMS2","POLD1","POLE","PPM1D","PRKD2","PTCH1","PTEN","PTPN11","PTPN13","PTPN6","PTPRB","PTPRC","RASA1","RASA2","RB1","RHOA","RNF43","SDHA","SMAD4","SMARCA4","SMARCB1","SOX9","STAG2","STAT3","STAT5B","STK11","TAF15","TGFBR2","TNFAIP3","TP53","TSC1","TSC2","UBR5","USP8","VHL","ZEB1","ZFHX3"
"CLTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0.182574185835055,0,0,0,0,0,0,1,0,0,0.124034734589208,0,0,0,0,0.0912870929175277,0,0,0,0,0,0,0,0,0,0,0,0.158113883008419,0,0,0.169030850945703,0,0,0,0.169030850945703,0.169030850945703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129099444873581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577350269189626,0.0577350269189626,0.0577350269189626,0.223606797749979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163299316185545,0,0,0,0,0,0,0,0,0,0,0,0.119522860933439,0,0,0,0,0,0.316227766016838,0,0,0
"CLTCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0.182574185835055,0,0,0,0,0,1,0,0,0,0.124034734589208,0,0,0,0,0.0912870929175277,0,0,0,0,0,0,0,0,0,0,0,0.158113883008419,0,0,0.169030850945703,0,0,0,0.169030850945703,0.169030850945703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129099444873581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577350269189626,0.0577350269189626,0.0577350269189626,0.223606797749979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163299316185545,0,0,0,0,0,0,0,0,0,0,0,0.119522860933439,0,0,0,0,0,0.316227766016838,0,0,0
"CR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990147542976674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105409255338946,0,0,0,0,0,0,0,0.0536056267418897,0,0,0,0,0.117851130197758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052704627669473,0.052704627669473,0.052704627669473,0,0,0,0,0,0,0,0,0,0,0.154303349962092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CREBBP",0.140028008402801,0,0.108465228909328,0,0,0,0,0,0.171498585142509,0.121267812518166,0.121267812518166,0.121267812518166,0,0.18190171877725,0,0.108465228909328,0.198029508595335,0,0,0,0.0951302988308988,0,0.176470588235294,0,0.0990147542976674,0.216930457818656,0.242535625036333,0,0.121267812518166,0,0,0,0,0,0.269069117598525,0,0,0.280056016805602,0,0.198029508595335,1,0,0,0,0.161690416690889,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0.0916698497028211,0.0916698497028211,0.140028008402801,0.161690416690889,0.25048971643406,0.219381727238139,0,0,0,0.233203811628469,0,0,0.286618389884317,0.161690416690889,0.0648203723552164,0,0.242535625036333,0.0700140042014005,0,0,0,0,0.363803437554499,0,0,0.171498585142509,0.242535625036333,0,0,0,0.280056016805602,0.242535625036333,0.237732463783964,0,0,0,0.281800930988317,0.281800930988317,0.281800930988317,0.121267812518166,0,0,0,0,0,0.121267812518166,0.0731272424127131,0.0731272424127131,0,0.183339699405642,0.242535625036333,0,0,0.140028008402801,0.275009549108463,0.221403721385024,0.242535625036333,0,0.438763454476278,0,0,0.242535625036333,0.242535625036333,0.333848930444794,0.269069117598525,0.0857492925712544,0,0.259281489420866,0,0.27116307227332,0,0.0731272424127131,0,0,0.171498585142509,0,0
"CTNNB1",0.160128153805087,0.277350098112615,0.496138938356834,0.277350098112615,0.392232270276368,0.11322770341446,0,0,0,0,0.554700196225229,0.554700196225229,0,0.138675049056307,0,0.248069469178417,0.283069258536149,0,0,0,0.0543928293220421,0,0.134534558799262,0,0.452910813657838,0,0,0,0,0,0.124034734589208,0.124034734589208,0,0.269069117598525,0,0,0,0,0,0.283069258536149,0.269069117598525,0.124034734589208,0,0,0.277350098112615,0.124034734589208,0.124034734589208,0,0.277350098112615,0,0,0.196116135138184,0,0.226455406828919,0.314485451016575,0,0.160128153805087,0,0,0,0.160128153805087,0,0.143222974807887,0.0836242010007091,0,0,0,0.266678761215811,0.277350098112615,0.277350098112615,0.291342816291692,0,0.0741249316661101,0,0.277350098112615,0.400320384512718,0,0,0,0,0.416025147168922,0,0,0.196116135138184,0,0,0.196116135138184,0,0.160128153805087,0.138675049056307,0.271857473083216,0,0,0,0.286445949615773,0.286445949615773,0.286445949615773,0,0,0,0,0,0.196116135138184,0.138675049056307,0.0836242010007091,0.167248402001418,0,0.209656967344384,0.277350098112615,0,0,0,0.104828483672192,0.354458778479283,0.277350098112615,0.196116135138184,0.334496804002836,0,0,0,0,0.190885428892733,0,0,0,0.14824986333222,0,0.248069469178417,0,0.0836242010007091,0,0,0,0,0.277350098112615
"DAZAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCC",0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0.5,0,0.301511344577764,0,0,0,0,0.577350269189626,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDX3X",0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0.117851130197758,0,0,0,0,0,0.420084025208403,0,0,0.258198889747161,0.577350269189626,0,0,0,0,0,0,0.280056016805602,0,0,0,0,0,0,0.280056016805602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218217890235992,0.218217890235992,0.333333333333333,0,0.298142396999972,0.348155311911396,0,0,0,0.158610317143629,0,0,0.0758098043578903,0.192450089729875,0.154303349962092,0,0,0,0,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0.161690416690889,0,0,0,0.149071198499986,0.149071198499986,0.149071198499986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.436435780471985,0.105409255338946,0,0,0.174077655955698,0,0,0,0,0.264906471413009,0.320256307610174,0,0,0.154303349962092,0,0.258198889747161,0,0,0,0,0,0,0
"DOT1L",0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0.25,0,0,0.707106781186547,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.267261241912424,0,0.223606797749979,0,0,0,0,0,1,0
"EGFR",0,0,0.0912870929175277,0.204124145231932,0.144337567297406,0.166666666666667,0,0,0.0721687836487032,0,0,0,0,0.102062072615966,0,0,0.416666666666667,0.102062072615966,0,0,0.200160192256359,0,0.0495073771488337,0.144337567297406,0.166666666666667,0.0912870929175277,0,0,0,0,0.0912870929175277,0.0912870929175277,0,0.198029508595335,0.283069258536149,0,0,0,0,0,0.198029508595335,0.365148371670111,0,0,0.544331053951817,0.456435464587638,0.456435464587638,0,0,0,0,0.505181485540923,0,0.5,0.308606699924184,0.204124145231932,0.176776695296637,0,0.077151674981046,0.077151674981046,0.117851130197758,0.0680413817439772,0.158113883008419,0.123091490979333,0,0,0,0.476656330978238,0,0,0.536056267418897,0.272165526975909,0.218217890235992,0.204124145231932,0,0.471404520791032,0,0,0,0,0.35721725415588,0.117851130197758,0,0,0,0.288675134594813,0,0,0,0.102062072615966,0.485912657903775,0.288675134594813,0,0,0.421637021355784,0.421637021355784,0.421637021355784,0.102062072615966,0,0,0,0,0.144337567297406,0.102062072615966,0.246182981958665,0.246182981958665,0,0.231455024943138,0.204124145231932,0,0.235702260395516,0.235702260395516,0.231455024943138,0.372677996249965,0,0,0.123091490979333,0,0,0,0,0.280975743474508,0.169841555121689,0.144337567297406,0,0.272772362794991,0,0.228217732293819,0.136082763487954,0.123091490979333,0,0.144337567297406,0.144337567297406,0,0
"EP300",0.140028008402801,0,0.108465228909328,0,0,0,0,0,0.171498585142509,0.121267812518166,0.121267812518166,0.121267812518166,0,0.18190171877725,0,0.108465228909328,0.198029508595335,0,0,0,0.0951302988308988,0,0.176470588235294,0,0.0990147542976674,0.216930457818656,0.242535625036333,0,0.121267812518166,0,0,0,0,1,0.269069117598525,0,0,0.280056016805602,0,0.198029508595335,0,0,0,0,0.161690416690889,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0.0916698497028211,0.0916698497028211,0.140028008402801,0.161690416690889,0.25048971643406,0.219381727238139,0,0,0,0.233203811628469,0,0,0.286618389884317,0.161690416690889,0.0648203723552164,0,0.242535625036333,0.0700140042014005,0,0,0,0,0.363803437554499,0,0,0.171498585142509,0.242535625036333,0,0,0,0.280056016805602,0.242535625036333,0.237732463783964,0,0,0,0.281800930988317,0.281800930988317,0.281800930988317,0.121267812518166,0,0,0,0,0,0.121267812518166,0.0731272424127131,0.0731272424127131,0,0.183339699405642,0.242535625036333,0,0,0.140028008402801,0.275009549108463,0.221403721385024,0.242535625036333,0,0.438763454476278,0,0,0.242535625036333,0.242535625036333,0.333848930444794,0.269069117598525,0.0857492925712544,0,0.259281489420866,0,0.27116307227332,0,0.0731272424127131,0,0,0.171498585142509,0,0
"EPHA2",0,0,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0.2,0.182574185835055,0.223606797749979,0,0,0.0877058019307029,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0.124034734589208,0,0.447213595499958,0,0,0.365148371670111,0,0,0.447213595499958,0.447213595499958,0.298142396999972,0.4,0.4,0,0,0,0.447213595499958,0.632455532033676,0,0.730296743340221,0.169030850945703,0,0.258198889747161,0,0,0,0,0,0.115470053837925,0.134839972492648,0,0,0,0.307147558416976,0,0,0.234888087805881,0.149071198499986,0.119522860933439,0.447213595499958,0,0.645497224367903,0,0,0,0,0.223606797749979,0,0,0,0,0.632455532033676,0,0,0,0,0.313112145542575,0.474341649025257,0,0,0.23094010767585,0.23094010767585,0.23094010767585,0,0,0,0,0,0.316227766016838,0.223606797749979,0.134839972492648,0.269679944985297,0,0,0,0,0.774596669241483,0.516397779494322,0,0.244948974278318,0,0,0,0,0,0,0,0,0,0.158113883008419,0,0.119522860933439,0,0.2,0.149071198499986,0.134839972492648,0,0,0,0,0
"EPHA3",0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.447213595499958,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0.5,0,0.301511344577764,0,0,0,0,0.577350269189626,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPHA7",0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.447213595499958,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0.5,0,0.301511344577764,0,0,0,0,0.577350269189626,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERBB2",0,0,0,0.166666666666667,0.235702260395516,0.136082763487954,0,0,0,0,0,0,0,0,0,0,0.272165526975909,0.166666666666667,0,0,0.196116135138184,0,0,0,0.136082763487954,0,0,0,0,0,0,0,0,0.161690416690889,0.277350098112615,0,0,0,0,0.544331053951817,0.161690416690889,0.298142396999972,0,0,0,0.74535599249993,0.74535599249993,0,0,0,0,0.353553390593274,0,0.544331053951817,0.377964473009227,0,0.0962250448649376,0,0,0,0.192450089729875,0,0.086066296582387,0.100503781525921,0,0,0,0.183147418598252,0,0,0.262612865719445,0.222222222222222,0.267261241912424,0.333333333333333,0,0.577350269189626,0,0,0,0,0.333333333333333,0.192450089729875,0,0,0,0.235702260395516,0.235702260395516,0,0,0,0.186704011203735,0.353553390593274,0,0,0.215165741455968,0.215165741455968,0.215165741455968,0,0,0,0,0,0,0.166666666666667,0.201007563051842,0.100503781525921,0,0.251976315339485,0.333333333333333,0,0.192450089729875,0.192450089729875,0,0.243432247780074,0,0,0.100503781525921,0,0,0,0,0.152943822580375,0.0924500327042048,0.235702260395516,0,0.17817416127495,0,0.223606797749979,0.111111111111111,0.100503781525921,0,0,0.235702260395516,0,0
"ERBB3",0,0,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0.273861278752583,0.223606797749979,0,0,0.175411603861406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124034734589208,0,0,0,0,0.456435464587638,0,0.4,0,0,0.74535599249993,0,1,0,0,0,0,0.474341649025257,0,0.547722557505166,0.338061701891407,0,0.129099444873581,0,0,0,0.258198889747161,0,0.115470053837925,0.134839972492648,0,0,0,0.24571804673358,0,0,0.234888087805881,0.298142396999972,0.239045721866879,0.447213595499958,0,0.516397779494322,0,0,0,0,0.447213595499958,0,0,0,0,0.316227766016838,0,0,0,0,0.25048971643406,0.474341649025257,0,0,0.173205080756888,0.173205080756888,0.173205080756888,0,0,0,0,0,0,0.223606797749979,0.134839972492648,0.134839972492648,0,0.169030850945703,0,0,0.258198889747161,0.258198889747161,0,0.0816496580927726,0,0,0,0,0,0,0,0.102597835208515,0.124034734589208,0.158113883008419,0,0.119522860933439,0,0.3,0.149071198499986,0.134839972492648,0,0,0,0,0
"ERBB4",0,0,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0.273861278752583,0.223606797749979,0,0,0.175411603861406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124034734589208,0,0,0,0,0.456435464587638,0,0.4,0,0,0.74535599249993,1,0,0,0,0,0,0.474341649025257,0,0.547722557505166,0.338061701891407,0,0.129099444873581,0,0,0,0.258198889747161,0,0.115470053837925,0.134839972492648,0,0,0,0.24571804673358,0,0,0.234888087805881,0.298142396999972,0.239045721866879,0.447213595499958,0,0.516397779494322,0,0,0,0,0.447213595499958,0,0,0,0,0.316227766016838,0,0,0,0,0.25048971643406,0.474341649025257,0,0,0.173205080756888,0.173205080756888,0.173205080756888,0,0,0,0,0,0,0.223606797749979,0.134839972492648,0.134839972492648,0,0.169030850945703,0,0,0.258198889747161,0.258198889747161,0,0.0816496580927726,0,0,0,0,0,0,0,0.102597835208515,0.124034734589208,0.158113883008419,0,0.119522860933439,0,0.3,0.149071198499986,0.134839972492648,0,0,0,0,0
"FANCA",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.707106781186547,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAT4",0,1,0.447213595499958,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.277350098112615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0
"FBXW7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0.5,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.707106781186547,0,0
"FES",0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.447213595499958,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0.5,0,0.301511344577764,0,0,0,0,0.577350269189626,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGFR4",0.204124145231932,0,0.316227766016838,0.176776695296637,0,0.144337567297406,0,0,0,0,0.176776695296637,0.176776695296637,0,0,0,0.158113883008419,0.21650635094611,0.176776695296637,0,0,0.138675049056307,0,0,0.25,0.144337567297406,0,0,0,0,0,0.158113883008419,0.158113883008419,0,0,0.196116135138184,0,0,0,0,0.505181485540923,0,0.632455532033676,0,0,0.353553390593274,0.474341649025257,0.474341649025257,0,0,0,0,0,0,0.721687836487032,0.267261241912424,0.117851130197758,0.306186217847897,0,0.133630620956212,0.133630620956212,0,0,0.182574185835055,0.21320071635561,0,0,0,0.291385758707179,0,0,0.278543007265578,0.117851130197758,0.0944911182523068,0.353553390593274,0,0.510310363079829,0,0,0,0,0.265165042944955,0.204124145231932,0,0,0,0.5,0,0,0,0,0.297044262893002,0.5,0,0,0.228217732293819,0.228217732293819,0.228217732293819,0.176776695296637,0,0,0,0,0.25,0,0.106600358177805,0.106600358177805,0,0,0,0,0.408248290463863,0.408248290463863,0,0.258198889747161,0,0,0.106600358177805,0,0,0,0,0.0811107105653813,0,0.125,0,0.188982236504614,0,0.158113883008419,0.117851130197758,0.106600358177805,0,0.25,0,0,0.353553390593274
"FLCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0.131306432859723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0.333333333333333,0.301511344577764,0,0,0,0,0
"FLT4",0,0,0,0.204124145231932,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0.25,0.204124145231932,0,0,0.160128153805087,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0.226455406828919,0,0,0,0,0.5,0,0.730296743340221,0,0,0.544331053951817,0.547722557505166,0.547722557505166,0,0,0,0,0.721687836487032,0,0,0.308606699924184,0,0.353553390593274,0,0,0,0,0,0.105409255338946,0.123091490979333,0,0,0,0.224308861636818,0,0,0.268028133709449,0.136082763487954,0.109108945117996,0.408248290463863,0,0.707106781186548,0,0,0,0,0.204124145231932,0,0,0,0,0.577350269189626,0,0,0,0,0.228664780190012,0.577350269189626,0,0,0.210818510677892,0.210818510677892,0.210818510677892,0,0,0,0,0,0.288675134594813,0,0.246182981958665,0.123091490979333,0,0,0,0,0.471404520791032,0.471404520791032,0,0.223606797749979,0,0,0,0,0,0,0,0,0,0.144337567297406,0,0.109108945117996,0,0.182574185835055,0.136082763487954,0.123091490979333,0,0,0,0,0
"FN1",0,0,0.169030850945703,0.377964473009227,0.267261241912424,0.308606699924184,0,0,0,0,0,0,0,0.0944911182523068,0,0,0.231455024943138,0.188982236504614,0,0,0,0,0,0,0.154303349962092,0,0,0,0,0,0.169030850945703,0.169030850945703,0,0,0.314485451016575,0,0,0,0,0.308606699924184,0,0.169030850945703,0,0,0.377964473009227,0.338061701891407,0.338061701891407,0,0,0,0,0.267261241912424,0,0.308606699924184,0,0.125988157669742,0,0,0,0,0.436435780471985,0,0.0975900072948533,0.113960576459638,0,0,0,0.207669652660466,0,0,0.198516666794186,0,0,0,0,0.436435780471985,0,0,0,0,0.188982236504614,0.218217890235992,0,0,0,0,0,0,0,0,0.211702449609985,0.133630620956212,0,0,0.29277002188456,0.29277002188456,0.29277002188456,0,0,0,0,0,0,0.188982236504614,0.227921152919276,0.113960576459638,0,0.142857142857143,0,0,0,0,0,0.276026223736942,0,0,0.113960576459638,0,0,0,0,0.173421993904824,0.104828483672192,0.133630620956212,0,0.101015254455221,0,0.169030850945703,0.125988157669742,0.113960576459638,0,0,0,0,0
"GNA13",0,0,0.149071198499986,0.333333333333333,0,0.408248290463863,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.272165526975909,0,0,0,0.130744090092123,0,0,0,0.136082763487954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0,0.117851130197758,0,0,0.125988157669742,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0.228934273247815,0,0,0.350150487625927,0,0,0,0,0,0,0,0,0,0,0.384900179459751,0,0,0,0,0,0,0,0,0.233380014004668,0,0,0,0.172132593164774,0.172132593164774,0.172132593164774,0,0,0,0,0,0,0,0.100503781525921,0.100503781525921,0,0,0,0,0,0,0,0.426006433615129,0,0,0.100503781525921,0,0,0,0,0,0,0,0,0,0,0.074535599249993,0.111111111111111,0.100503781525921,0,0,0,0,0
"GRIN2A",0,0,0.129099444873581,0,0,0,0,0,0,0,0.144337567297406,0.144337567297406,0,0.0721687836487032,0,0,0.294627825494395,0,0,0,0.339683110243379,0,0.0700140042014005,0,0.117851130197758,0,0,0.288675134594813,0,0,0,0,0,0.140028008402801,0.160128153805087,0,0,0,0,0.176776695296637,0.140028008402801,0.258198889747161,0,0,0.0962250448649376,0.129099444873581,0.129099444873581,0,0,0,0,0.306186217847897,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198262896429536,0,0,0.227429413073671,0,0.077151674981046,0,0,0.25,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0,0.202113020863611,0.204124145231932,0,0,0.149071198499986,0.149071198499986,0.149071198499986,0,0,0,0,0,0.204124145231932,0.144337567297406,0,0.0870388279778489,0,0,0,0,0.166666666666667,0.166666666666667,0,0.158113883008419,0,0.204124145231932,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HERC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0.5,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.707106781186547,0,0
"HLA-A",0,0,0,0,0,0,0,0,0.133630620956212,0.188982236504614,0,0,0.377964473009227,0.0944911182523068,0,0,0.077151674981046,0,0,0,0.0741249316661101,0,0.0916698497028211,0.267261241912424,0.154303349962092,0.338061701891407,0.377964473009227,0,0.188982236504614,0,0.169030850945703,0.169030850945703,0,0.0916698497028211,0,0,0,0.218217890235992,0,0.077151674981046,0.0916698497028211,0,0,0,0,0,0,0,0,0,0,0.133630620956212,0,0,0,0,0,0,0,1,0,0,0.0975900072948533,0.113960576459638,0,0,0,0.155752239495349,0,0,0.099258333397093,0,0,0,0,0,0,0,0,0,0.0944911182523068,0,0.267261241912424,0,0,0,0,0,0,0,0.158776837207489,0,0,0,0.14638501094228,0.14638501094228,0.14638501094228,0.188982236504614,0,0,0,0,0,0,0.113960576459638,0.113960576459638,0,0.142857142857143,0,0.188982236504614,0,0.218217890235992,0.285714285714286,0.138013111868471,0,0,0,0,0,0,0,0.086710996952412,0.104828483672192,0,0,0.202030508910442,0,0.169030850945703,0.125988157669742,0.113960576459638,0,0.267261241912424,0,0,0
